land_variable,mean,median,std,min,max,count,Country
Arable and cropland % land area,33.3202,30.534,11.300015532227,16.403,45.158,15,Gambia
Arable land and permanent crops,3372.0,3090.0,1143.5671009108798,1660.0,4570.0,15,Gambia
Forest,3171.9922,3171.99,512.7763707836278,2369.333,3974.61,15,Gambia
Forest % land area,31.343866666666667,31.344,5.067137679860966,23.412,39.275,15,Gambia
Land area,10120.0,10120.0,0.0,10120.0,10120.0,15,Gambia
Meadows and pastures % land area,23.46486666666667,18.478,7.58843859213914,18.478,37.648,15,Gambia
Other % land area,11.871,9.551,5.02061614033292,6.674,19.849,15,Gambia
Other areas,1201.3411333333331,966.6,508.1049233186933,675.39,2008.69,15,Gambia
Permanent meadows and pastures,2374.6666666666665,1870.0,767.936629329964,1870.0,3810.0,15,Gambia
Total area,11300.0,11300.0,0.0,11300.0,11300.0,15,Gambia
Arable and cropland % land area,21.06673333333333,20.995,0.9780873804571478,19.296,22.511,15,Morocco
Arable land and permanent crops,94020.57133333334,93700.0,4364.649554076258,86119.07,100465.5,15,Morocco
Forest,56122.332,56241.61,941.1493459761973,54916.65,57529.57,15,Morocco
Forest % land area,12.574933333333332,12.602,0.21091652602956756,12.305,12.89,15,Morocco
Land area,446300.0,446300.0,0.0,446300.0,446300.0,15,Morocco
Meadows and pastures % land area,47.039,47.054,0.058094750193111964,46.829,47.054,15,Morocco
Other % land area,19.3198,19.238,0.8796121872734585,17.638,20.807,15,Morocco
Other areas,86223.76533333333,85860.43,3925.1993986309003,78718.63,92860.03,15,Morocco
Permanent meadows and pastures,209933.33333333334,210000.0,258.1988897471624,209000.0,210000.0,15,Morocco
Total area,446550.0,446550.0,0.0,446550.0,446550.0,15,Morocco
Arable and cropland % land area,12.444533333333334,9.583,5.5294698772856625,7.917,20.833,15,Cook Islands
Arable land and permanent crops,29.866666666666667,23.0,13.271164588076271,19.0,50.0,15,Cook Islands
Forest,155.10933333333332,155.84,1.5038781612249994,151.08,155.9,15,Cook Islands
Forest % land area,64.62873333333333,64.933,0.6265305221919354,62.95,64.958,15,Cook Islands
Land area,240.0,240.0,0.0,240.0,240.0,15,Cook Islands
Other % land area,22.926666666666666,25.483,5.04619812569914,15.667,27.125,15,Cook Islands
Other areas,55.024,61.16,12.11089757202165,37.6,65.1,15,Cook Islands
Total area,240.0,240.0,0.0,240.0,240.0,15,Cook Islands
Arable and cropland % land area,12.117333333333333,11.842,1.3203729812154625,10.263,14.063,15,Niger
Arable land and permanent crops,153490.0,150000.0,16722.301191608083,130000.0,178130.0,15,Niger
Forest,12937.146666666667,12411.6,2026.8341421560694,10672.8,17599.3,15,Niger
Forest % land area,1.0213333333333334,0.98,0.1599587744508237,0.843,1.389,15,Niger
Land area,1266700.0,1266700.0,0.0,1266700.0,1266700.0,15,Niger
Meadows and pastures % land area,20.859933333333334,22.722,2.4132114781127734,17.368,22.722,15,Niger
Other % land area,66.0014,64.476,3.3734064767150187,62.334,70.98,15,Niger
Other areas,836039.5266666667,816716.8,42731.3280232007,789580.4,899100.7,15,Niger
Permanent meadows and pastures,264233.3333333333,287820.0,30568.06145231295,220000.0,287820.0,15,Niger
Total area,1267000.0,1267000.0,0.0,1267000.0,1267000.0,15,Niger
Arable and cropland % land area,17.6918,17.0,5.970352002065826,10.813,25.0,15,Liechtenstein
Arable land and permanent crops,28.30666666666667,27.2,9.552820575745205,17.3,40.0,15,Liechtenstein
Forest,66.78473333333334,66.996,0.43630386964438206,65.6,67.0,15,Liechtenstein
Forest % land area,41.74046666666666,41.873,0.27269419467514117,41.0,41.875,15,Liechtenstein
Land area,160.0,160.0,0.0,160.0,160.0,15,Liechtenstein
Meadows and pastures % land area,20.46673333333333,21.25,1.2595836311295587,18.75,21.5,15,Liechtenstein
Other % land area,20.101333333333333,19.879,4.707062318120151,14.5,25.813,15,Liechtenstein
Other areas,32.16193333333333,31.806,7.53119045291614,23.2,41.3,15,Liechtenstein
Permanent meadows and pastures,32.74666666666666,34.0,2.015251372717085,30.0,34.4,15,Liechtenstein
Total area,160.0,160.0,0.0,160.0,160.0,15,Liechtenstein
Arable and cropland % land area,3.5799333333333334,3.554,0.27954822396826184,3.029,4.049,15,Egypt
Arable land and permanent crops,35635.944,35380.0,2783.1360088417214,30151.8,40310.0,15,Egypt
Forest,550.126,553.08,73.25130830620999,449.8,649.97,15,Egypt
Forest % land area,0.055266666666666665,0.056,0.007294485849566357,0.045,0.065,15,Egypt
Land area,995450.0,995450.0,0.0,995450.0,995450.0,15,Egypt
Other % land area,96.36473333333333,96.382,0.27737789248261624,95.905,96.922,15,Egypt
Other areas,959263.9533333334,959432.9,2761.247271709605,954690.3,964813.9,15,Egypt
Total area,1001450.0,1001450.0,0.0,1001450.0,1001450.0,15,Egypt
Arable and cropland % land area,61.86653333333333,63.407,2.5598934929481127,55.347,63.407,15,Comoros
Arable land and permanent crops,1151.3333333333333,1180.0,47.63951940903488,1030.0,1180.0,15,Comoros
Forest,386.13733333333334,386.14,39.17942671983905,324.8,447.46,15,Comoros
Forest % land area,20.748866666666668,20.749,2.105274120823588,17.453,24.044,15,Comoros
Land area,1861.0,1861.0,0.0,1861.0,1861.0,15,Comoros
Meadows and pastures % land area,8.06,8.06,0.0,8.06,8.06,15,Comoros
Other % land area,9.324533333333333,9.192,1.5088403241594268,7.313,12.549,15,Comoros
Other areas,173.52933333333334,171.06,28.079256061234616,136.1,233.54,15,Comoros
Permanent meadows and pastures,150.0,150.0,0.0,150.0,150.0,15,Comoros
Total area,1861.0,1861.0,0.0,1861.0,1861.0,15,Comoros
Arable and cropland % land area,18.243933333333334,17.876,3.942993849251873,12.61,24.635,15,Burkina Faso
Arable land and permanent crops,49915.333333333336,48910.0,10787.746929249119,34500.0,67400.0,15,Burkina Faso
Forest,68664.78600000001,68665.0,4472.678364655146,61664.0,75665.7,15,Burkina Faso
Forest % land area,25.096799999999998,25.097,1.6346775217149092,22.538,27.656,15,Burkina Faso
Land area,273600.0,273600.0,0.0,273600.0,273600.0,15,Burkina Faso
Meadows and pastures % land area,21.93,21.93,0.0,21.93,21.93,15,Burkina Faso
Other % land area,34.72953333333333,35.097,2.316731036447282,30.898,38.171,15,Burkina Faso
Other areas,95019.88066666666,96025.0,6338.540218031811,84536.0,104434.5,15,Burkina Faso
Permanent meadows and pastures,60000.0,60000.0,0.0,60000.0,60000.0,15,Burkina Faso
Total area,274220.0,274220.0,0.0,274220.0,274220.0,15,Burkina Faso
Arable and cropland % land area,10.796,10.841,0.4395588697774166,10.116,11.486,15,Iran
Arable land and permanent crops,175707.41999999998,175900.0,7196.446003033128,164770.0,187080.0,15,Iran
Forest,100828.672,102820.8,6619.440023053527,91509.41,107656.3,15,Iran
Forest % land area,6.195533333333333,6.313,0.41185189201019956,5.618,6.635,15,Iran
Land area,1627508.0,1628760.0,2591.8862408898817,1622500.0,1628760.0,15,Iran
Meadows and pastures % land area,22.181733333333334,18.168,5.142568569813931,18.098,28.611,15,Iran
Other % land area,60.82666666666667,64.356,4.960377371396921,54.566,65.221,15,Iran
Other areas,989913.9133333333,1045182.0,80164.53255123725,888754.4,1062300.0,15,Iran
Permanent meadows and pastures,361058.0,295240.0,83954.7476067571,294770.0,466000.0,15,Iran
Total area,1745150.0,1745150.0,0.0,1745150.0,1745150.0,15,Iran
Arable and cropland % land area,44.44433333333334,47.222,4.066087653940061,38.889,47.222,15,Marshall Islands
Arable land and permanent crops,80.0,85.0,7.319250547113998,70.0,85.0,15,Marshall Islands
Forest,94.0,94.0,0.0,94.0,94.0,15,Marshall Islands
Forest % land area,52.222,52.222,0.0,52.222,52.222,15,Marshall Islands
Land area,180.0,180.0,0.0,180.0,180.0,15,Marshall Islands
Meadows and pastures % land area,12.063857142857144,16.667,7.5529532976501,0.556,16.667,14,Marshall Islands
Other % land area,3.3336666666666663,0.556,4.0660876539400626,0.556,8.889,15,Marshall Islands
Other areas,6.0,1.0,7.319250547113999,1.0,16.0,15,Marshall Islands
Permanent meadows and pastures,21.714285714285715,30.0,13.595409697216368,1.0,30.0,14,Marshall Islands
Total area,180.0,180.0,0.0,180.0,180.0,15,Marshall Islands
Arable and cropland % land area,3.1762,3.165,0.2894416299409211,2.508,3.66,15,Jordan
Arable land and permanent crops,2810.866666666667,2800.0,258.00383902643955,2213.0,3230.0,15,Jordan
Forest,975.0,975.0,0.0,975.0,975.0,15,Jordan
Forest % land area,1.1017333333333332,1.105,0.003614784456460211,1.098,1.105,15,Jordan
Land area,88493.86666666667,88240.0,280.9559870632167,88240.0,88794.0,15,Jordan
Meadows and pastures % land area,8.532933333333334,8.409,0.26996440682501266,8.356,8.964,15,Jordan
Other % land area,87.18906666666666,87.313,0.44339203334982785,86.27,87.978,15,Jordan
Other areas,77157.33333333333,77239.0,512.0201818938991,76125.0,77779.0,15,Jordan
Permanent meadows and pastures,7550.666666666667,7420.0,224.2914770263611,7420.0,7910.0,15,Jordan
Total area,89031.73333333334,88780.0,278.5604491120795,88780.0,89320.0,15,Jordan
Arable and cropland % land area,0.04646666666666666,0.046,0.0013020130933435695,0.046,0.051,15,Faeroe Islands
Arable land and permanent crops,0.6466666666666666,0.64,0.016329931618554533,0.64,0.7,15,Faeroe Islands
Forest,0.8,0.8,0.0,0.8,0.8,15,Faeroe Islands
Forest % land area,0.05706666666666667,0.057,0.00025819888974716143,0.057,0.058,15,Faeroe Islands
Land area,1394.2666666666667,1396.0,6.713171133426187,1370.0,1396.0,15,Faeroe Islands
Meadows and pastures % land area,69.12126666666667,69.075,0.2681773045331514,68.961,70.073,15,Faeroe Islands
Other % land area,30.775,30.822,0.2695435294821864,29.818,30.935,15,Faeroe Islands
Other areas,429.10066666666665,430.27,5.742852037429619,408.5,431.85,15,Faeroe Islands
Permanent meadows and pastures,963.7193333333333,964.29,1.2519268957813785,960.0,964.75,15,Faeroe Islands
Total area,2166.9333333333334,1396.0,2985.8119610361714,1396.0,12960.0,15,Faeroe Islands
Arable and cropland % land area,30.5444,30.843,0.6624444774577591,29.524,31.228,15,Syrian Arab Republic
Arable land and permanent crops,56102.14666666666,56640.0,1200.5996816214483,54260.0,57344.5,15,Syrian Arab Republic
Forest,4692.8,4740.8,470.9140048883661,3900.8,5220.8,15,Syrian Arab Republic
Forest % land area,2.555066666666667,2.582,0.25708905257202386,2.123,2.843,15,Syrian Arab Republic
Land area,183674.66666666666,183630.0,79.27048330753559,183570.0,183780.0,15,Syrian Arab Republic
Meadows and pastures % land area,44.83126666666667,44.729,0.25543421480928796,44.576,45.4,15,Syrian Arab Republic
Other % land area,22.069066666666668,21.743,0.7375162435660719,21.352,23.647,15,Syrian Arab Republic
Other areas,40536.039333333334,39929.2,1368.9270705319684,39208.89,43459.2,15,Syrian Arab Republic
Permanent meadows and pastures,82343.68066666667,82160.0,479.2262983701195,81855.81,83350.0,15,Syrian Arab Republic
Total area,185180.0,185180.0,0.0,185180.0,185180.0,15,Syrian Arab Republic
Arable and cropland % land area,9.518400000000002,9.414,2.205290936426692,6.003,12.467,15,Paraguay
Arable land and permanent crops,37816.666666666664,37400.0,8761.058861858673,23850.0,49530.0,15,Paraguay
Forest,204390.08666666664,205966.4,29927.957727250538,158229.3,247796.0,15,Paraguay
Forest % land area,51.44473333333334,51.842,7.5329016650450304,39.826,62.37,15,Paraguay
Land area,397300.0,397300.0,0.0,397300.0,397300.0,15,Paraguay
Meadows and pastures % land area,30.166,30.166,0.0,30.166,30.166,15,Paraguay
Other % land area,8.870266666666668,8.578,5.370006311071932,1.461,17.865,15,Paraguay
Other areas,35241.8548,34082.18,21335.6202458471,5802.627,70979.34,15,Paraguay
Permanent meadows and pastures,119851.4,119851.4,0.0,119851.4,119851.4,15,Paraguay
Total area,406750.8,406750.0,1.0141851056751754,406750.0,406752.0,15,Paraguay
Forest,0.0,0.0,0.0,0.0,0.0,15,Monaco
Forest % land area,0.0,0.0,0.0,0.0,0.0,15,Monaco
Land area,2.0308,2.027,0.014717336715588164,2.027,2.084,15,Monaco
Other % land area,100.0,100.0,0.0,100.0,100.0,15,Monaco
Other areas,2.0308,2.027,0.014717336715588164,2.027,2.084,15,Monaco
Total area,41.9142,74.92,38.80623158205393,2.027,90.084,15,Monaco
Arable and cropland % land area,42.857,42.857,0.0,42.857,42.857,15,Wallis and Futuna
Arable land and permanent crops,60.0,60.0,0.0,60.0,60.0,15,Wallis and Futuna
Forest,58.178,58.17,0.0977021713459585,58.03,58.3,15,Wallis and Futuna
Forest % land area,41.555733333333336,41.55,0.06982781544286999,41.45,41.643,15,Wallis and Futuna
Land area,140.0,140.0,0.0,140.0,140.0,15,Wallis and Futuna
Other % land area,15.5872,15.593,0.06979275443359832,15.5,15.693,15,Wallis and Futuna
Other areas,21.822,21.83,0.09770217134595358,21.7,21.97,15,Wallis and Futuna
Total area,140.0,140.0,0.0,140.0,140.0,15,Wallis and Futuna
Arable and cropland % land area,1.8037333333333334,1.723,0.21077186945221382,1.596,2.128,15,Andorra
Arable land and permanent crops,8.477533333333334,8.1,0.9896346271418022,7.5,10.0,15,Andorra
Forest,160.0,160.0,0.0,160.0,160.0,15,Andorra
Forest % land area,34.043,34.043,0.0,34.043,34.043,15,Andorra
Land area,470.0,470.0,0.0,470.0,470.0,15,Andorra
Meadows and pastures % land area,42.837133333333334,42.553,3.845664328020518,38.298,46.809,15,Andorra
Other % land area,21.31673333333333,21.766,3.9803860628742793,17.021,26.051,15,Andorra
Other areas,100.18913333333333,102.3,18.70718592591271,80.0,122.438,15,Andorra
Permanent meadows and pastures,201.33333333333334,200.0,18.07392228230128,180.0,220.0,15,Andorra
Total area,470.0,470.0,0.0,470.0,470.0,15,Andorra
Arable and cropland % land area,2.917,2.917,0.0,2.917,2.917,15,Cayman Islands
Arable land and permanent crops,7.0,7.0,0.0,7.0,7.0,15,Cayman Islands
Forest,128.28333333333333,127.83,1.322128514753339,126.6,130.7,15,Cayman Islands
Forest % land area,53.45153333333334,53.263,0.5508533466575369,52.75,54.458,15,Cayman Islands
Land area,240.0,240.0,0.0,240.0,240.0,15,Cayman Islands
Meadows and pastures % land area,8.333,8.333,0.0,8.333,8.333,15,Cayman Islands
Other % land area,35.2988,35.488,0.5508623369642471,34.292,36.0,15,Cayman Islands
Other areas,84.71666666666667,85.17,1.3221285147533153,82.3,86.4,15,Cayman Islands
Permanent meadows and pastures,20.0,20.0,0.0,20.0,20.0,15,Cayman Islands
Total area,264.0,264.0,0.0,264.0,264.0,15,Cayman Islands
Arable and cropland % land area,54.18226666666667,52.492,3.9186145231385554,50.623,63.084,15,Burundi
Arable land and permanent crops,13914.0,13480.0,1006.2930558667857,13000.0,16200.0,15,Burundi
Forest,2301.6826666666666,2187.02,362.050132271893,1939.4,2796.4,15,Burundi
Forest % land area,8.9628,8.516,1.4097387903944676,7.552,10.889,15,Burundi
Land area,25680.0,25680.0,0.0,25680.0,25680.0,15,Burundi
Meadows and pastures % land area,20.916133333333335,18.808,3.828500095461978,18.808,30.257,15,Burundi
Other % land area,15.938266666666665,16.964,5.14187648441232,7.218,21.614,15,Burundi
Other areas,4092.984,4356.4,1320.463595066953,1853.6,5550.6,15,Burundi
Permanent meadows and pastures,5371.333333333333,4830.0,983.1208810042976,4830.0,7770.0,15,Burundi
Total area,27830.0,27830.0,0.0,27830.0,27830.0,15,Burundi
Arable and cropland % land area,4.9188,4.989,1.3361510393664338,2.59,6.959,15,Mali
Arable land and permanent crops,60016.933333333334,60870.0,16303.15573074588,31600.0,84910.0,15,Mali
Forest,132960.0,132960.0,0.0,132960.0,132960.0,15,Mali
Forest % land area,10.897,10.897,0.0,10.897,10.897,15,Mali
Land area,1220190.0,1220190.0,0.0,1220190.0,1220190.0,15,Mali
Meadows and pastures % land area,27.811733333333333,28.388,1.1263033381482124,24.586,28.389,15,Mali
Other % land area,56.3728,55.727,2.323359181382485,53.756,61.927,15,Mali
Other areas,687855.7333333333,679970.0,28350.769179453764,655920.0,755630.0,15,Mali
Permanent meadows and pastures,339357.3333333333,346390.0,13742.148650186014,300000.0,346400.0,15,Mali
Total area,1240190.0,1240190.0,0.0,1240190.0,1240190.0,15,Mali
Arable and cropland % land area,11.364,11.364,0.0,11.364,11.364,15,Antigua and Barbuda
Arable land and permanent crops,50.0,50.0,0.0,50.0,50.0,15,Antigua and Barbuda
Forest,89.82019999999999,89.81,5.950510592737881,80.533,99.12,15,Antigua and Barbuda
Forest % land area,20.413666666666664,20.411,1.3522048485273763,18.303,22.527,15,Antigua and Barbuda
Land area,440.0,440.0,0.0,440.0,440.0,15,Antigua and Barbuda
Meadows and pastures % land area,9.091,9.091,0.0,9.091,9.091,15,Antigua and Barbuda
Other % land area,59.1318,59.134,1.352556901364443,57.018,61.243,15,Antigua and Barbuda
Other areas,260.1798,260.19,5.950510592737853,250.88,269.467,15,Antigua and Barbuda
Permanent meadows and pastures,40.0,40.0,0.0,40.0,40.0,15,Antigua and Barbuda
Total area,440.0,440.0,0.0,440.0,440.0,15,Antigua and Barbuda
Arable and cropland % land area,40.5872,40.577,0.6339320828876595,39.276,41.515,15,Pakistan
Arable land and permanent crops,312878.0,312800.0,4886.686285934765,302770.0,320030.0,15,Pakistan
Forest,42407.492666666665,42189.89,3640.89955340017,36845.6,48441.31,15,Pakistan
Forest % land area,5.501266666666667,5.473,0.47235949788068765,4.78,6.284,15,Pakistan
Land area,770880.0,770880.0,0.0,770880.0,770880.0,15,Pakistan
Meadows and pastures % land area,6.486,6.486,0.0,6.486,6.486,15,Pakistan
Other % land area,47.425533333333334,47.752,0.7850927030491043,46.241,48.873,15,Pakistan
Other areas,365594.51333333337,368109.5,6052.847508742911,356464.9,376755.2,15,Pakistan
Permanent meadows and pastures,50000.0,50000.0,0.0,50000.0,50000.0,15,Pakistan
Total area,796100.0,796100.0,0.0,796100.0,796100.0,15,Pakistan
Forest,35.0,35.0,0.0,35.0,35.0,15,Pitcairn
Forest % land area,74.468,74.468,0.0,74.468,74.468,15,Pitcairn
Land area,47.0,47.0,0.0,47.0,47.0,15,Pitcairn
Other % land area,25.532,25.532,0.0,25.532,25.532,15,Pitcairn
Other areas,12.0,12.0,0.0,12.0,12.0,15,Pitcairn
Total area,47.0,47.0,0.0,47.0,47.0,15,Pitcairn
Arable and cropland % land area,11.049333333333335,11.028500000000001,0.286461632102219,10.706,11.355,6,Sudan
Arable land and permanent crops,207246.48,209059.2,5511.460782043169,199995.6,212108.4,5,Sudan
Forest,188726.97999999998,188760.3,5408.060583240538,181873.9,195584.3,5,Sudan
Forest % land area,10.213333333333333,10.194500000000001,0.3739377844864934,9.736,10.764,6,Sudan
Land area,1868000.0,1868000.0,0.0,1868000.0,1868000.0,5,Sudan
Meadows and pastures % land area,45.14166666666667,48.958,9.348069355041535,26.06,48.958,6,Sudan
Other % land area,33.595333333333336,29.878999999999998,9.189180913806553,29.745,52.352,6,Sudan
Other areas,557488.1799999999,557882.2,1617.240411008819,555642.6,559477.7,5,Sudan
Permanent meadows and pastures,914538.4,914538.0,0.8944271909934081,914538.0,914540.0,5,Sudan
Total area,1878000.0,1878000.0,0.0,1878000.0,1878000.0,5,Sudan
Arable and cropland % land area,11.312266666666666,11.203,1.1541416394054607,8.864,13.421,15,Iraq
Arable land and permanent crops,49306.5,48637.5,5010.565070072294,38500.0,58700.0,15,Iraq
Forest,8204.733333333334,8229.0,56.55145149920171,8082.0,8250.0,15,Iraq
Forest % land area,1.8822666666666665,1.881,0.01884321274800735,1.848,1.9,15,Iraq
Land area,435882.6666666667,437370.0,1646.975872260911,434128.0,437370.0,15,Iraq
Meadows and pastures % land area,9.174866666666668,9.146,0.03303432558213725,9.146,9.214,15,Iraq
Other % land area,77.6308,77.682,1.1552280665367705,75.585,80.028,15,Iraq
Other areas,338381.43333333335,338260.0,5370.060617064989,330588.0,347577.0,15,Iraq
Permanent meadows and pastures,39990.0,40000.0,38.72983346207417,39850.0,40000.0,15,Iraq
Total area,436819.86666666664,438320.0,1661.0881918045143,435050.0,438320.0,15,Iraq
Arable and cropland % land area,21.279933333333336,21.719,1.0749488670009701,19.043,22.793,15,Bosnia and Herzegovina
Arable land and permanent crops,10895.333333333334,11120.0,550.3488071430783,9750.0,11670.0,15,Bosnia and Herzegovina
Forest,21410.371333333333,21373.64,335.9988006115197,21035.59,21879.1,15,Bosnia and Herzegovina
Forest % land area,41.81713333333333,41.745,0.656435489885297,41.085,42.733,15,Bosnia and Herzegovina
Land area,51200.0,51200.0,0.0,51200.0,51200.0,15,Bosnia and Herzegovina
Meadows and pastures % land area,21.114733333333334,20.508,1.2139348338985831,19.902,23.438,15,Bosnia and Herzegovina
Other % land area,15.788333333333334,16.048,1.3981914168293408,13.068,17.451,15,Bosnia and Herzegovina
Other areas,8083.6286,8216.359,715.9058165061934,6690.901,8935.148,15,Bosnia and Herzegovina
Permanent meadows and pastures,10810.666666666666,10500.0,621.4897616288812,10190.0,12000.0,15,Bosnia and Herzegovina
Total area,51210.0,51210.0,0.0,51210.0,51210.0,15,Bosnia and Herzegovina
Arable and cropland % land area,4.966666666666667,4.762,1.1901065778604316,2.857,7.071,15,"Hong Kong, China"
Arable land and permanent crops,51.86666666666667,50.0,11.999206322959548,30.0,70.0,15,"Hong Kong, China"
Land area,1046.0,1050.0,15.49193338482967,990.0,1050.0,15,"Hong Kong, China"
Meadows and pastures % land area,0.9558666666666666,0.952,0.014975535605335348,0.952,1.01,15,"Hong Kong, China"
Other % land area,94.07706666666667,94.286,1.1975989351714547,91.919,96.19,15,"Hong Kong, China"
Other areas,984.1333333333333,990.0,23.225191577455803,910.0,1010.0,15,"Hong Kong, China"
Permanent meadows and pastures,10.0,10.0,0.0,10.0,10.0,15,"Hong Kong, China"
Total area,1097.7333333333333,1100.0,11.208840048733638,1070.0,1110.0,15,"Hong Kong, China"
Arable and cropland % land area,25.959466666666668,25.626,1.2245177981945525,23.908,28.483,15,Dominican Republic
Arable land and permanent crops,12514.0,12320.0,596.7267860108653,11550.0,13760.0,15,Dominican Republic
Forest,20054.714,20429.25,1319.2335519199921,17081.64,21521.9,15,Dominican Republic
Forest % land area,41.6096,42.288,2.8494121649410933,35.358,45.28,15,Dominican Republic
Land area,48206.13333333333,48310.0,274.10343893883515,47531.0,48310.0,15,Dominican Republic
Meadows and pastures % land area,24.843866666666667,24.777,0.14044259969654327,24.777,25.184,15,Dominican Republic
Other % land area,7.587133333333333,7.681,2.1608239455840734,3.617,11.94,15,Dominican Republic
Other areas,3661.4194666666667,3710.75,1051.3685240011748,1719.102,5768.36,15,Dominican Republic
Permanent meadows and pastures,11976.0,11970.0,12.42118006816233,11970.0,12000.0,15,Dominican Republic
Total area,61759.24,48670.0,34542.41685265482,48670.0,146839.3,15,Dominican Republic
Arable and cropland % land area,3.569733333333333,3.565,0.018332121172048375,3.565,3.636,15,Equatorial Guinea
Arable land and permanent crops,1001.3333333333334,1000.0,5.1639777949432375,1000.0,1020.0,15,Equatorial Guinea
Forest,25570.77,25570.81,747.528546927429,24400.6,26740.79,15,Equatorial Guinea
Forest % land area,91.16153333333334,91.162,2.664945828092304,86.99,95.333,15,Equatorial Guinea
Land area,28050.0,28050.0,0.0,28050.0,28050.0,15,Equatorial Guinea
Meadows and pastures % land area,0.12646666666666667,0.116,0.027720200645188767,0.102,0.175,15,Equatorial Guinea
Other % land area,5.142399999999999,5.158,2.644392876581369,1.001,9.27,15,Equatorial Guinea
Other areas,1442.47,1446.789,741.7682003702852,280.709,2600.199,15,Equatorial Guinea
Permanent meadows and pastures,35.42666666666666,32.4,7.828561869997641,28.5,49.2,15,Equatorial Guinea
Total area,28050.0,28050.0,0.0,28050.0,28050.0,15,Equatorial Guinea
Arable and cropland % land area,47.47533333333333,46.444,6.045028307468479,39.187,57.257,15,Haiti
Arable land and permanent crops,13084.22,12800.0,1666.011742455617,10800.0,15780.0,15,Haiti
Forest,3721.4820000000004,3790.61,126.191305801945,3441.9,3822.39,15,Haiti
Forest % land area,13.5032,13.754,0.45789381176987226,12.489,13.869,15,Haiti
Land area,27560.0,27560.0,0.0,27560.0,27560.0,15,Haiti
Meadows and pastures % land area,17.791133333333335,17.779,0.04699219793398217,17.779,17.961,15,Haiti
Other % land area,21.229933333333335,22.336,5.818862989900871,11.573,28.983,15,Haiti
Other areas,5850.9646,6155.899,1603.6955000147448,3189.38,7987.61,15,Haiti
Permanent meadows and pastures,4903.333333333333,4900.0,12.909944487358112,4900.0,4950.0,15,Haiti
Total area,27750.0,27750.0,0.0,27750.0,27750.0,15,Haiti
Arable and cropland % land area,12.100866666666667,12.128,0.12708088912559787,11.902,12.344,15,Afghanistan
Arable land and permanent crops,78925.33333333333,79100.0,828.3276324418134,77630.0,80510.0,15,Afghanistan
Forest,12084.4,12084.4,0.0,12084.4,12084.4,15,Afghanistan
Forest % land area,1.853,1.853,0.0,1.853,1.853,15,Afghanistan
Land area,652230.0,652230.0,0.0,652230.0,652230.0,15,Afghanistan
Meadows and pastures % land area,46.0228,45.996,0.10379595367835884,45.996,46.398,15,Afghanistan
Other % land area,40.0236,40.024,0.20198436997521926,39.406,40.249,15,Afghanistan
Other areas,261045.6,261045.6,1317.9041803452183,257015.6,262515.6,15,Afghanistan
Permanent meadows and pastures,300174.6666666667,300000.0,676.4810911375595,300000.0,302620.0,15,Afghanistan
Total area,652860.0,652860.0,0.0,652860.0,652860.0,15,Afghanistan
Arable and cropland % land area,2.5132,1.087,1.7919727437340431,0.37,4.348,15,Northern Mariana Islands
Arable land and permanent crops,11.56,5.0,8.243075015689577,1.7,20.0,15,Northern Mariana Islands
Forest,299.15066666666667,308.12,30.614193129206942,243.6,331.15,15,Northern Mariana Islands
Forest % land area,65.03293333333333,66.983,6.655106111278849,52.957,71.989,15,Northern Mariana Islands
Land area,460.0,460.0,0.0,460.0,460.0,15,Northern Mariana Islands
Meadows and pastures % land area,2.6001333333333334,2.609,1.080480505983113,0.804,4.348,15,Northern Mariana Islands
Other % land area,29.8544,29.322,8.876242575388689,19.315,45.87,15,Northern Mariana Islands
Other areas,137.32933333333332,134.88,40.83030832721251,88.85,211.0,15,Northern Mariana Islands
Permanent meadows and pastures,11.96,12.0,4.969593257285464,3.7,20.0,15,Northern Mariana Islands
Total area,460.0,460.0,0.0,460.0,460.0,15,Northern Mariana Islands
Arable and cropland % land area,18.2886,22.18,7.062842404341996,8.368,25.182,15,Sierra Leone
Arable land and permanent crops,13200.786666666665,16009.7,5097.951693413832,6040.0,18176.3,15,Sierra Leone
Forest,27913.402000000002,27913.41,1764.4536100455712,25151.5,30675.19,15,Sierra Leone
Forest % land area,38.672,38.672,2.4444695305350557,34.846,42.498,15,Sierra Leone
Land area,72180.0,72180.0,0.0,72180.0,72180.0,15,Sierra Leone
Meadows and pastures % land area,30.479,30.479,0.0,30.479,30.479,15,Sierra Leone
Other % land area,12.559933333333333,10.444,4.968756332850113,6.76,20.294,15,Sierra Leone
Other areas,9065.8114,7538.501,3586.4916320664533,4879.359,14648.43,15,Sierra Leone
Permanent meadows and pastures,22000.0,22000.0,0.0,22000.0,22000.0,15,Sierra Leone
Total area,72300.0,72300.0,0.0,72300.0,72300.0,15,Sierra Leone
Arable and cropland % land area,11.375466666666666,11.895,0.6854777131592942,10.008,11.895,15,Vanuatu
Arable land and permanent crops,1386.6666666666667,1450.0,83.5520938154896,1220.0,1450.0,15,Vanuatu
Forest,4423.0,4423.0,0.0,4423.0,4423.0,15,Vanuatu
Forest % land area,36.284,36.284,0.0,36.284,36.284,15,Vanuatu
Land area,12190.0,12190.0,0.0,12190.0,12190.0,15,Vanuatu
Meadows and pastures % land area,3.3958,3.445,0.11513420740286388,3.035,3.445,15,Vanuatu
Other % land area,48.9446,48.376,0.7808312237609389,48.376,50.673,15,Vanuatu
Other areas,5966.333333333333,5897.0,95.2040415308591,5897.0,6177.0,15,Vanuatu
