forest_variable,continent,country,year,forest_unit,forest_powercode_code,forest_powercode,forest_value,forest_flags
Fellings,,New Zealand,1997,Cubic metres,3,Thousands,16074.0,
Fellings,,New Zealand,1998,Cubic metres,3,Thousands,16705.0,
Fellings,,New Zealand,1999,Cubic metres,3,Thousands,15814.0,
Fellings,,New Zealand,2000,Cubic metres,3,Thousands,18196.0,
Fellings,,New Zealand,2001,Cubic metres,3,Thousands,19287.0,
Fellings,,New Zealand,2002,Cubic metres,3,Thousands,20940.0,
Fellings,,New Zealand,2003,Cubic metres,3,Thousands,22472.0,
Fellings,,New Zealand,2004,Cubic metres,3,Thousands,20911.0,
Fellings,,New Zealand,2005,Cubic metres,3,Thousands,19334.0,
Fellings,,New Zealand,2006,Cubic metres,3,Thousands,18894.0,
Fellings,,New Zealand,2007,Cubic metres,3,Thousands,19974.0,
Fellings,,New Zealand,2008,Cubic metres,3,Thousands,20481.0,
Fellings,,New Zealand,2009,Cubic metres,3,Thousands,18937.0,
Fellings,,New Zealand,2010,Cubic metres,3,Thousands,22042.0,
Fellings,,New Zealand,2011,Cubic metres,3,Thousands,25131.0,
Fellings,,New Zealand,2012,Cubic metres,3,Thousands,26070.0,
Fellings,,New Zealand,2013,Cubic metres,3,Thousands,28163.682,
Fellings,,New Zealand,2014,Cubic metres,3,Thousands,30258.37,
Fellings,,New Zealand,2015,Cubic metres,3,Thousands,29580.0,
Fellings,,New Zealand,2016,Cubic metres,3,Thousands,28536.0,
Fellings,,New Zealand,2017,Cubic metres,3,Thousands,31411.0,
Fellings,Europe,Norway,1995,Cubic metres,3,Thousands,12812.0,
Fellings,Europe,Norway,2000,Cubic metres,3,Thousands,12048.0,
Fellings,Europe,Norway,2005,Cubic metres,3,Thousands,13068.0,
Fellings,Europe,Norway,2006,Cubic metres,3,Thousands,11764.0,
Fellings,Europe,Norway,2007,Cubic metres,3,Thousands,12845.0,
Fellings,Europe,Norway,2008,Cubic metres,3,Thousands,12705.0,
Fellings,Europe,Norway,2009,Cubic metres,3,Thousands,11038.0,
Fellings,Europe,Norway,2010,Cubic metres,3,Thousands,13359.0,
Fellings,Europe,Norway,2011,Cubic metres,3,Thousands,13116.0,
Fellings,Europe,Norway,2012,Cubic metres,3,Thousands,13758.0,
Fellings,Europe,Norway,2013,Cubic metres,3,Thousands,13313.0,
Fellings,Europe,Norway,2014,Cubic metres,3,Thousands,14081.0,
Fellings,Europe,Norway,2015,Cubic metres,3,Thousands,15547.0,
Fellings,Europe,Norway,2016,Cubic metres,3,Thousands,15711.0,
Fellings,Europe,Norway,2017,Cubic metres,3,Thousands,16056.0,
Fellings,Europe,Norway,2018,Cubic metres,3,Thousands,16298.0,
Fellings,Europe,Norway,2019,Cubic metres,3,Thousands,16261.0,
Fellings,Europe,Norway,2020,Cubic metres,3,Thousands,15493.0,
Fellings,Europe,Norway,2021,Cubic metres,3,Thousands,15975.0,
Fellings,,Portugal,1995,Cubic metres,3,Thousands,11200.0,
Fellings,,Portugal,2000,Cubic metres,3,Thousands,12650.0,
Fellings,,Portugal,2001,Cubic metres,3,Thousands,11909.849,
Fellings,,Portugal,2002,Cubic metres,3,Thousands,11501.143,
Fellings,,Portugal,2003,Cubic metres,3,Thousands,12701.785,
Fellings,,Portugal,2004,Cubic metres,3,Thousands,14321.285,
Fellings,,Portugal,2005,Cubic metres,3,Thousands,14229.0,
Fellings,,Portugal,2006,Cubic metres,3,Thousands,14130.741,
Fellings,,Portugal,2007,Cubic metres,3,Thousands,14184.832,
Fellings,,Portugal,2008,Cubic metres,3,Thousands,13259.652,
Fellings,,Portugal,2009,Cubic metres,3,Thousands,12588.492,
Fellings,,Slovak Republic,1995,Cubic metres,3,Thousands,5323.0,
Fellings,,Slovak Republic,2000,Cubic metres,3,Thousands,6218.0,
Fellings,,Slovak Republic,2001,Cubic metres,3,Thousands,6185.0,
Fellings,,Slovak Republic,2002,Cubic metres,3,Thousands,6248.0,
Fellings,,Slovak Republic,2003,Cubic metres,3,Thousands,6652.0,
Fellings,,Slovak Republic,2004,Cubic metres,3,Thousands,7268.0,
Fellings,,Slovak Republic,2005,Cubic metres,3,Thousands,10191.0,
Fellings,,Slovak Republic,2006,Cubic metres,3,Thousands,8357.0,
Fellings,,Slovak Republic,2007,Cubic metres,3,Thousands,8367.0,
Fellings,,Slovak Republic,2008,Cubic metres,3,Thousands,9467.0,
Fellings,,Slovak Republic,2009,Cubic metres,3,Thousands,9248.0,
Fellings,,Slovak Republic,2010,Cubic metres,3,Thousands,9860.0,
Fellings,,Slovak Republic,2011,Cubic metres,3,Thousands,9467.0,
Fellings,,Slovak Republic,2012,Cubic metres,3,Thousands,8232.0,
Fellings,,Slovak Republic,2013,Cubic metres,3,Thousands,7837.0,
Fellings,,Slovak Republic,2014,Cubic metres,3,Thousands,9417.0,
Fellings,,Slovak Republic,2015,Cubic metres,3,Thousands,9249.0,
Fellings,,Slovak Republic,2016,Cubic metres,3,Thousands,9321.0,
Fellings,,Slovak Republic,2017,Cubic metres,3,Thousands,9393.0,
Fellings,,Slovak Republic,2018,Cubic metres,3,Thousands,9865.0,
Fellings,,Slovak Republic,2019,Cubic metres,3,Thousands,9219.0,
Fellings,,Slovak Republic,2020,Cubic metres,3,Thousands,7510.5,
Fellings,,Slovak Republic,2021,Cubic metres,3,Thousands,7641.0,
Fellings,Europe,Spain,2000,Cubic metres,3,Thousands,16873.389,
Fellings,Europe,Spain,2005,Cubic metres,3,Thousands,17369.103,
Fellings,Europe,Spain,2010,Cubic metres,3,Thousands,19706.466,
Fellings,Europe,Spain,2015,Cubic metres,3,Thousands,20633.0,
Fellings,Europe,Spain,2016,Cubic metres,3,Thousands,19289.0,
Fellings,Europe,Spain,2017,Cubic metres,3,Thousands,20005.0,
Fellings,Europe,Spain,2018,Cubic metres,3,Thousands,22466.0,
Fellings,Europe,Spain,2019,Cubic metres,3,Thousands,20195.63,
Fellings,Europe,Spain,2020,Cubic metres,3,Thousands,18865.945,
Fellings,Europe,Sweden,2000,Cubic metres,3,Thousands,71200.0,
Fellings,Europe,Sweden,2005,Cubic metres,3,Thousands,87929.727,
Fellings,Europe,Sweden,2010,Cubic metres,3,Thousands,81207.344,
Fellings,Europe,Sweden,2015,Cubic metres,3,Thousands,86550.797,
Fellings,Europe,Switzerland,2000,Cubic metres,3,Thousands,7838.0,
Fellings,Europe,Switzerland,2005,Cubic metres,3,Thousands,8076.0,
Fellings,Europe,Switzerland,2010,Cubic metres,3,Thousands,8289.0,
Fellings,Europe,Switzerland,2015,Cubic metres,3,Thousands,8505.0,
Fellings,Europe,Switzerland,2018,Cubic metres,3,Thousands,8635.392,
Fellings,Asia,Türkiye,1995,Cubic metres,3,Thousands,14902.0,
Fellings,Asia,Türkiye,2000,Cubic metres,3,Thousands,12880.0,
Fellings,Asia,Türkiye,2005,Cubic metres,3,Thousands,14107.0,
Fellings,Asia,Türkiye,2009,Cubic metres,3,Thousands,18736.0,
Fellings,Asia,Türkiye,2010,Cubic metres,3,Thousands,16424.0,
Fellings,Asia,Türkiye,2011,Cubic metres,3,Thousands,17216.0,
Fellings,Asia,Türkiye,2012,Cubic metres,3,Thousands,17893.0,
Fellings,Asia,Türkiye,2013,Cubic metres,3,Thousands,17886.0,
Fellings,Asia,Türkiye,2014,Cubic metres,3,Thousands,19276.0,
Fellings,Asia,Türkiye,2015,Cubic metres,3,Thousands,21241.0,
Fellings,Asia,Türkiye,2016,Cubic metres,3,Thousands,21129.0,
Fellings,Asia,Türkiye,2017,Cubic metres,3,Thousands,20196.0,
Fellings,Asia,Türkiye,2018,Cubic metres,3,Thousands,24438.0,
Fellings,Asia,Türkiye,2019,Cubic metres,3,Thousands,28663.0,
Fellings,Asia,Türkiye,2020,Cubic metres,3,Thousands,31699.68,
Fellings,Asia,Türkiye,2021,Cubic metres,3,Thousands,36134.0,
Fellings,Asia,United Kingdom,1995,Cubic metres,3,Thousands,9503.0,
Fellings,Asia,United Kingdom,2000,Cubic metres,3,Thousands,9678.0,
Fellings,Asia,United Kingdom,2005,Cubic metres,3,Thousands,10551.0,
Fellings,Asia,United Kingdom,2010,Cubic metres,3,Thousands,11646.0,
Fellings,Asia,United Kingdom,2015,Cubic metres,3,Thousands,13517.0,
Fellings,North America,United States,1996,Cubic metres,3,Thousands,511330.24,
Fellings,North America,United States,2001,Cubic metres,3,Thousands,506038.19,
Fellings,North America,United States,2006,Cubic metres,3,Thousands,488565.06,
Fellings,North America,United States,2011,Cubic metres,3,Thousands,411048.88,
Fellings,North America,United States,2016,Cubic metres,3,Thousands,417357.93,
Fellings,South America,Chile,2000,Cubic metres,3,Thousands,35892.04,
Fellings,South America,Chile,2005,Cubic metres,3,Thousands,45707.22,
Fellings,South America,Chile,2009,Cubic metres,3,Thousands,52696.44,
Fellings,South America,Chile,2012,Cubic metres,3,Thousands,59659.0,
Fellings,South America,Chile,2013,Cubic metres,3,Thousands,54400.0,
Fellings,South America,Chile,2014,Cubic metres,3,Thousands,51907.0,
Fellings,South America,Chile,2015,Cubic metres,3,Thousands,52006.0,
Fellings,South America,Chile,2016,Cubic metres,3,Thousands,53011.0,
Fellings,South America,Chile,2017,Cubic metres,3,Thousands,53921.0,
Fellings,South America,Chile,2018,Cubic metres,3,Thousands,47584.0,
Fellings,Asia,Estonia,1992,Cubic metres,3,Thousands,3009.721,
Fellings,Asia,Estonia,1993,Cubic metres,3,Thousands,3415.292,
Fellings,Asia,Estonia,1994,Cubic metres,3,Thousands,5085.519,
Fellings,Asia,Estonia,1995,Cubic metres,3,Thousands,5587.179,
Fellings,Asia,Estonia,1996,Cubic metres,3,Thousands,6189.383,
Fellings,Asia,Estonia,1997,Cubic metres,3,Thousands,9033.464,
Fellings,Asia,Estonia,1998,Cubic metres,3,Thousands,9811.156,
Fellings,Asia,Estonia,1999,Cubic metres,3,Thousands,10860.423,Break
Fellings,Asia,Estonia,2000,Cubic metres,3,Thousands,10556.467,
Fellings,Asia,Estonia,2001,Cubic metres,3,Thousands,12403.272,
Fellings,Asia,Estonia,2002,Cubic metres,3,Thousands,10134.305,
Fellings,Asia,Estonia,2003,Cubic metres,3,Thousands,9834.424,
Fellings,Asia,Estonia,2004,Cubic metres,3,Thousands,8101.82,
Fellings,Asia,Estonia,2005,Cubic metres,3,Thousands,7962.095,
Fellings,Asia,Estonia,2006,Cubic metres,3,Thousands,5737.211,
Fellings,Asia,Estonia,2007,Cubic metres,3,Thousands,5167.935,
Fellings,Asia,Estonia,2008,Cubic metres,3,Thousands,4639.198,
Fellings,Asia,Estonia,2009,Cubic metres,3,Thousands,6349.505,
Fellings,Asia,Estonia,2010,Cubic metres,3,Thousands,8165.22,
Fellings,Asia,Estonia,2011,Cubic metres,3,Thousands,8990.496,
Fellings,Asia,Estonia,2012,Cubic metres,3,Thousands,10181.723,
Fellings,Asia,Estonia,2013,Cubic metres,3,Thousands,10091.724,
Fellings,Asia,Estonia,2014,Cubic metres,3,Thousands,10007.563,
Fellings,Asia,Estonia,2015,Cubic metres,3,Thousands,10046.291,
Fellings,Asia,Estonia,2016,Cubic metres,3,Thousands,10737.585,
Fellings,Asia,Estonia,2017,Cubic metres,3,Thousands,12508.236,
Fellings,Asia,Estonia,2018,Cubic metres,3,Thousands,12740.983,
Fellings,Asia,Estonia,2019,Cubic metres,3,Thousands,11260.3,
Fellings,Asia,Estonia,2020,Cubic metres,3,Thousands,10547.0,
Fellings,Asia,Estonia,2021,Cubic metres,3,Thousands,10600.0,
Fellings,Europe,Slovenia,2000,Cubic metres,3,Thousands,2609.0,
Fellings,Europe,Slovenia,2005,Cubic metres,3,Thousands,3153.0,
Fellings,Europe,Slovenia,2006,Cubic metres,3,Thousands,3718.0,
Fellings,Europe,Slovenia,2007,Cubic metres,3,Thousands,3242.0,
Fellings,Europe,Slovenia,2008,Cubic metres,3,Thousands,3427.0,
Fellings,Europe,Slovenia,2009,Cubic metres,3,Thousands,3374.0,
Fellings,Europe,Slovenia,2012,Cubic metres,3,Thousands,4869.0,
Fellings,Europe,Slovenia,2018,Cubic metres,3,Thousands,5251.0,
Volumes salvaged,Europe,Czech Republic,1992,Cubic metres,3,Thousands,5985.0,
Volumes salvaged,Europe,Czech Republic,1993,Cubic metres,3,Thousands,8977.0,
Volumes salvaged,Europe,Czech Republic,1994,Cubic metres,3,Thousands,10287.0,
Volumes salvaged,Europe,Czech Republic,1995,Cubic metres,3,Thousands,8706.0,
Volumes salvaged,Europe,Czech Republic,1996,Cubic metres,3,Thousands,7597.0,
Volumes salvaged,Europe,Czech Republic,1997,Cubic metres,3,Thousands,6126.0,
Volumes salvaged,Europe,Czech Republic,1998,Cubic metres,3,Thousands,4256.0,
Volumes salvaged,Europe,Czech Republic,1999,Cubic metres,3,Thousands,4141.0,
Volumes salvaged,Europe,Czech Republic,2000,Cubic metres,3,Thousands,3644.0,
Volumes salvaged,Europe,Czech Republic,2001,Cubic metres,3,Thousands,2630.0,
Volumes salvaged,Europe,Czech Republic,2002,Cubic metres,3,Thousands,4669.0,
Volumes salvaged,Europe,Czech Republic,2003,Cubic metres,3,Thousands,9081.0,
Volumes salvaged,Europe,Czech Republic,2004,Cubic metres,3,Thousands,5962.0,
Volumes salvaged,Europe,Czech Republic,2005,Cubic metres,3,Thousands,5031.0,
Volumes salvaged,Europe,Czech Republic,2006,Cubic metres,3,Thousands,8896.0,
Volumes salvaged,Europe,Czech Republic,2007,Cubic metres,3,Thousands,16497.0,
Volumes salvaged,Europe,Czech Republic,2008,Cubic metres,3,Thousands,11913.0,
Volumes salvaged,Europe,Czech Republic,2009,Cubic metres,3,Thousands,7348.0,
Volumes salvaged,Europe,Czech Republic,2010,Cubic metres,3,Thousands,6738.0,
Volumes salvaged,Europe,Czech Republic,2011,Cubic metres,3,Thousands,4234.0,
Volumes salvaged,Europe,Czech Republic,2012,Cubic metres,3,Thousands,3588.0,
Volumes salvaged,Europe,Czech Republic,2013,Cubic metres,3,Thousands,4708.0,
Volumes salvaged,Europe,Czech Republic,2014,Cubic metres,3,Thousands,5017.0,
Volumes salvaged,Europe,Czech Republic,2015,Cubic metres,3,Thousands,9036.0,
Volumes salvaged,Europe,Czech Republic,2016,Cubic metres,3,Thousands,10417.0,
Volumes salvaged,Europe,Czech Republic,2017,Cubic metres,3,Thousands,13015.0,
Volumes salvaged,Europe,Czech Republic,2018,Cubic metres,3,Thousands,25505.0,
Volumes salvaged,Europe,Czech Republic,2019,Cubic metres,3,Thousands,34296.0,
Volumes salvaged,Europe,Czech Republic,2020,Cubic metres,3,Thousands,37585.0,
Volumes salvaged,Europe,Czech Republic,2021,Cubic metres,3,Thousands,29125.0,
Volumes salvaged,,Denmark,2012,Cubic metres,3,Thousands,37.0,
Volumes salvaged,,Denmark,2013,Cubic metres,3,Thousands,38.0,
Volumes salvaged,,Denmark,2014,Cubic metres,3,Thousands,52.0,
Volumes salvaged,,Denmark,2015,Cubic metres,3,Thousands,76.0,
Volumes salvaged,,Denmark,2016,Cubic metres,3,Thousands,95.0,
Volumes salvaged,,Denmark,2017,Cubic metres,3,Thousands,130.064,
Volumes salvaged,,Denmark,2018,Cubic metres,3,Thousands,200.0,
Volumes salvaged,,Denmark,2019,Cubic metres,3,Thousands,204.0,
Volumes salvaged,,Denmark,2020,Cubic metres,3,Thousands,180.0,
Volumes salvaged,,Denmark,2021,Cubic metres,3,Thousands,143.0,
Volumes salvaged,Europe,Finland,2001,Cubic metres,3,Thousands,600.0,Break
Volumes salvaged,Europe,Finland,2002,Cubic metres,3,Thousands,600.0,
Volumes salvaged,Europe,Finland,2003,Cubic metres,3,Thousands,600.0,
Volumes salvaged,Europe,Finland,2004,Cubic metres,3,Thousands,600.0,
Volumes salvaged,Europe,Finland,2005,Cubic metres,3,Thousands,600.0,
Volumes salvaged,Europe,Finland,2006,Cubic metres,3,Thousands,600.0,
Volumes salvaged,Europe,Finland,2007,Cubic metres,3,Thousands,600.0,
Volumes salvaged,Europe,Finland,2008,Cubic metres,3,Thousands,600.0,
Volumes salvaged,Europe,Finland,2009,Cubic metres,3,Thousands,900.0,
Volumes salvaged,Europe,Finland,2010,Cubic metres,3,Thousands,900.0,
Volumes salvaged,Europe,Finland,2011,Cubic metres,3,Thousands,900.0,
Volumes salvaged,Europe,Finland,2012,Cubic metres,3,Thousands,900.0,
Volumes salvaged,Europe,Finland,2013,Cubic metres,3,Thousands,900.0,
Volumes salvaged,Europe,Finland,2014,Cubic metres,3,Thousands,700.0,
Volumes salvaged,Europe,Finland,2015,Cubic metres,3,Thousands,700.0,
Volumes salvaged,Europe,Finland,2016,Cubic metres,3,Thousands,700.0,
Volumes salvaged,Europe,Finland,2017,Cubic metres,3,Thousands,700.0,
Volumes salvaged,Europe,Finland,2018,Cubic metres,3,Thousands,700.0,
Volumes salvaged,Europe,Finland,2019,Cubic metres,3,Thousands,700.0,
Volumes salvaged,Europe,Finland,2020,Cubic metres,3,Thousands,700.0,
Volumes salvaged,Europe,Finland,2021,Cubic metres,3,Thousands,700.0,
Volumes salvaged,,Hungary,1995,Cubic metres,3,Thousands,1181.0,Estimated value
Volumes salvaged,,Hungary,1996,Cubic metres,3,Thousands,1283.0,Estimated value
Volumes salvaged,,Hungary,1997,Cubic metres,3,Thousands,1309.0,Estimated value
Volumes salvaged,,Hungary,1998,Cubic metres,3,Thousands,1309.0,Estimated value
Volumes salvaged,,Hungary,1999,Cubic metres,3,Thousands,1177.0,Estimated value
Volumes salvaged,,Hungary,2000,Cubic metres,3,Thousands,1385.0,Estimated value
Volumes salvaged,,Hungary,2001,Cubic metres,3,Thousands,1201.0,Estimated value
Volumes salvaged,,Hungary,2002,Cubic metres,3,Thousands,1177.0,Estimated value
Volumes salvaged,,Hungary,2003,Cubic metres,3,Thousands,1301.0,Estimated value
Volumes salvaged,,Hungary,2004,Cubic metres,3,Thousands,1434.0,Estimated value
Volumes salvaged,,Hungary,2005,Cubic metres,3,Thousands,1227.0,Estimated value
Volumes salvaged,,Hungary,2006,Cubic metres,3,Thousands,1092.0,Estimated value
Volumes salvaged,,Hungary,2007,Cubic metres,3,Thousands,969.0,Estimated value
Volumes salvaged,,Hungary,2008,Cubic metres,3,Thousands,1067.0,Estimated value
Volumes salvaged,,Hungary,2009,Cubic metres,3,Thousands,884.0,Estimated value
Volumes salvaged,,Hungary,2010,Cubic metres,3,Thousands,1018.0,Estimated value
Volumes salvaged,,Hungary,2011,Cubic metres,3,Thousands,1130.0,Estimated value
Volumes salvaged,,Hungary,2012,Cubic metres,3,Thousands,1121.0,Estimated value
Volumes salvaged,,Hungary,2013,Cubic metres,3,Thousands,1144.0,Estimated value
Volumes salvaged,,Hungary,2014,Cubic metres,3,Thousands,1113.0,Estimated value
Volumes salvaged,,Hungary,2015,Cubic metres,3,Thousands,1010.0,Estimated value
Volumes salvaged,,Hungary,2016,Cubic metres,3,Thousands,1162.0,Estimated value
Volumes salvaged,,Hungary,2017,Cubic metres,3,Thousands,1259.0,Estimated value
Volumes salvaged,,Hungary,2018,Cubic metres,3,Thousands,1286.0,Estimated value
Volumes salvaged,,Hungary,2019,Cubic metres,3,Thousands,1141.0,Estimated value
Volumes salvaged,Asia,Korea,2006,Cubic metres,3,Thousands,289.0,
Volumes salvaged,Asia,Korea,2007,Cubic metres,3,Thousands,99.0,
Volumes salvaged,Asia,Korea,2008,Cubic metres,3,Thousands,49.0,
Volumes salvaged,Asia,Korea,2009,Cubic metres,3,Thousands,23.0,
Volumes salvaged,Asia,Korea,2010,Cubic metres,3,Thousands,100.0,
Volumes salvaged,Asia,Korea,2011,Cubic metres,3,Thousands,322.0,
Volumes salvaged,Asia,Korea,2012,Cubic metres,3,Thousands,356.0,
Volumes salvaged,Asia,Korea,2013,Cubic metres,3,Thousands,537.0,
Volumes salvaged,Asia,Korea,2014,Cubic metres,3,Thousands,624.0,
Volumes salvaged,Asia,Korea,2015,Cubic metres,3,Thousands,457.0,
Volumes salvaged,Asia,Korea,2016,Cubic metres,3,Thousands,712.0,
Volumes salvaged,Asia,Korea,2017,Cubic metres,3,Thousands,802.0,
Volumes salvaged,Asia,Korea,2018,Cubic metres,3,Thousands,720.0,
Volumes salvaged,Asia,Korea,2019,Cubic metres,3,Thousands,728.0,
Volumes salvaged,Asia,Korea,2020,Cubic metres,3,Thousands,610.0,
Volumes salvaged,Asia,Korea,2021,Cubic metres,3,Thousands,367.0,
Volumes salvaged,Europe,Luxembourg,2011,Cubic metres,3,Thousands,0.0,
Volumes salvaged,Europe,Luxembourg,2012,Cubic metres,3,Thousands,0.0,
Volumes salvaged,Europe,Luxembourg,2013,Cubic metres,3,Thousands,0.0,
Volumes salvaged,Europe,Luxembourg,2014,Cubic metres,3,Thousands,14.0,
Volumes salvaged,Europe,Luxembourg,2015,Cubic metres,3,Thousands,0.0,
Volumes salvaged,Europe,Luxembourg,2016,Cubic metres,3,Thousands,0.0,
Volumes salvaged,Europe,Luxembourg,2017,Cubic metres,3,Thousands,0.0,
Volumes salvaged,Europe,Luxembourg,2018,Cubic metres,3,Thousands,0.0,
Volumes salvaged,Europe,Luxembourg,2019,Cubic metres,3,Thousands,0.0,
Volumes salvaged,Europe,Netherlands,2010,Cubic metres,3,Thousands,50.0,National estimates
Volumes salvaged,Europe,Netherlands,2013,Cubic metres,3,Thousands,37.0,
Volumes salvaged,Europe,Netherlands,2017,Cubic metres,3,Thousands,36.5,
Volumes salvaged,Europe,Netherlands,2018,Cubic metres,3,Thousands,36.5,
Volumes salvaged,Europe,Netherlands,2019,Cubic metres,3,Thousands,36.5,
Volumes salvaged,Europe,Netherlands,2020,Cubic metres,3,Thousands,36.4,
Volumes salvaged,,Portugal,1995,Cubic metres,3,Thousands,200.0,
Volumes salvaged,,Portugal,2000,Cubic metres,3,Thousands,632.0,
Volumes salvaged,,Portugal,2001,Cubic metres,3,Thousands,595.492,
Volumes salvaged,,Portugal,2002,Cubic metres,3,Thousands,575.057,
Volumes salvaged,,Portugal,2003,Cubic metres,3,Thousands,635.089,
Volumes salvaged,,Portugal,2004,Cubic metres,3,Thousands,716.064,
Volumes salvaged,,Portugal,2005,Cubic metres,3,Thousands,711.0,
Volumes salvaged,,Portugal,2006,Cubic metres,3,Thousands,706.537,
Volumes salvaged,,Portugal,2007,Cubic metres,3,Thousands,709.242,
Volumes salvaged,,Portugal,2008,Cubic metres,3,Thousands,662.983,
Volumes salvaged,,Portugal,2009,Cubic metres,3,Thousands,709.242,
Volumes salvaged,,Slovak Republic,1995,Cubic metres,3,Thousands,2986.0,
Volumes salvaged,,Slovak Republic,2000,Cubic metres,3,Thousands,3021.0,
Volumes salvaged,,Slovak Republic,2001,Cubic metres,3,Thousands,2442.0,
Volumes salvaged,,Slovak Republic,2002,Cubic metres,3,Thousands,2158.0,
Volumes salvaged,,Slovak Republic,2003,Cubic metres,3,Thousands,2676.0,
Volumes salvaged,,Slovak Republic,2004,Cubic metres,3,Thousands,2916.0,
Volumes salvaged,,Slovak Republic,2005,Cubic metres,3,Thousands,6533.0,
Volumes salvaged,,Slovak Republic,2006,Cubic metres,3,Thousands,4266.0,
Volumes salvaged,,Slovak Republic,2007,Cubic metres,3,Thousands,4701.0,
Volumes salvaged,,Slovak Republic,2008,Cubic metres,3,Thousands,6115.0,
